"","routing_number","telegraphic_name","customer_name","state_or_territory_abbreviation","city","funds_transfer_status:
				y_-_eligible
				n_-_ineligible","funds_settlement-only_status:
				s_-_settlement-only","book-entry_securities_transfer_status:
				y_-_eligible
				n_-_ineligible","date_of_last_revision:_yyyymmdd,_or_blank"
"4462","102301911","SEC ST BASIN      ","SECURITY STATE BANK                 ","WY","BASIN                    ","Y","S","Y","20140501"
"4463","102303171","BK COMM RAWLINS   ","BANK OF COMMERCE                    ","WY","RAWLINS                  ","Y"," ","Y","        "
"4464","102303841","GLACIER-FIRST ST B","GLACIER BANK DIVISION FIRST STATE BK","WY","WHEATLAND                ","Y"," ","N","20141107"
"4465","102304099","BK OF JACKSON HOLE","BANK OF JACKSON HOLE                ","WY","JACKSON                  ","Y"," ","Y","        "
"4466","102305098","ROCKY MOUNTAIN BK ","ROCKY MOUNTAIN BANK                 ","WY","JACKSON                  ","Y"," ","Y","20070606"
"4467","102305373","SUMMIT NATL BK    ","SUMMIT NATIONAL BANK                ","WY","HULETT                   ","Y","S","N","20111017"
"4468","102306356","BK OF STAR VALLEY ","BANK OF STAR VALLEY                 ","WY","AFTON                    ","Y"," ","N","20111017"
"4469","102306479","ST BK             ","STATE BANK                          ","WY","GREEN RIVER              ","Y"," ","N","20080512"
"4470","102306699","PLATTE VLY BK     ","PLATTE VALLEY BANK                  ","WY","TORRINGTON               ","Y"," ","Y","20080401"
"4471","102307119","JONAH             ","JONAH BANK OF WYOMING               ","WY","CASPER                   ","Y","S","Y","20081205"
"4472","103000648","JPMCHASE OKLAHOMA ","JPMORGAN CHASE BANK, NA             ","OK","OKLAHOMA CITY            ","Y"," ","N","20141107"
"4473","103000703","INTERBANK         ","INTERBANK                           ","OK","OKLAHOMA CITY            ","Y"," ","Y","20101231"
"4474","103001469","KIRKPATRICK BANK  ","KIRKPATRICK BANK                    ","CO","COLORADO SPRINGS         ","Y"," ","Y","20150514"
"4475","103001809","QUAIL CREEK OKC   ","QUAIL CREEK BANK NA                 ","OK","OKLAHOMA CITY            ","Y"," ","Y","        "
"4476","103001977","FRONTIER STATE BK ","FRONTIER STATE BANK                 ","OK","OKLAHOMA CITY            ","Y","S","N","20140813"
"4477","103002251","CITIZENS EDMOND   ","THE CITIZENS BANK OF EDMOND         ","OK","EDMOND                   ","Y","S","Y","20060601"
"4478","103002617","BANK OF COMMERCE  ","BANCFIRST                           ","OK","OKLAHOMA CITY            ","N"," ","Y","20151112"
"4479","103002691","FST FIDELITY OKC  ","FIRST FIDELITY BANK NA              ","OK","OKLAHOMA CITY            ","Y"," ","Y","        "
"4480","103003467","REPUBLIC BK & TR  ","REPUBLIC BANK & TRUST               ","OK","NORMAN                   ","Y"," ","Y","20030410"
"4481","103003616","BANKERS BK OKC    ","THE BANKERS BANK                    ","OK","OKLAHOMA CITY            ","Y"," ","Y","        "
"4482","103003632","BANCFIRST OKC     ","BANCFIRST                           ","OK","OKLAHOMA CITY            ","Y"," ","Y","        "
"4483","103009160","FIRST BETHANY     ","FIRST BETHANY BANK AND TRUST        ","OK","BETHANY                  ","Y","S","Y","20050701"
"4484","103009571","YUKON NATL        ","YNB                                 ","OK","YUKON                    ","Y","S","Y","20120626"
"4485","103012843","FNB COMMUNITY BK  ","FNB COMMUNITY BANK                  ","OK","MIDWEST CITY             ","Y","S","Y","20121228"
"4486","103012966","BANK 2 OKLA CITY  ","BANK 2                              ","OK","OKLAHOMA CITY            ","Y"," ","Y","20130314"
"4487","103013017","VALLIANCE BK      ","VALLIANCE BANK                      ","OK","OKLAHOMA CITY            ","Y"," ","Y","20111209"
"4488","103013266","PRIME BK          ","PRIME BANK                          ","OK","EDMOND                   ","Y"," ","N","20100409"
"4489","103100179","SECURITY ENID     ","SECURITY NATIONAL BANK              ","OK","ENID                     ","Y","S","Y","20051130"
"4490","103100195","CENTRAL ENID      ","CENTRAL NATIONAL BK & TR CO OF ENID ","OK","ENID                     ","Y"," ","Y","        "
"4491","103100250","BANK NA MCALESTER ","THE BANK NATIONAL ASSOCIATION       ","OK","MCALESTER                ","Y"," ","Y","        "
"4492","103100467","FNB CHICKASHA     ","FIRST NATIONAL BANK AND TRUST CO    ","OK","CHICKASHA                ","Y"," ","Y","19990720"
"4493","103100522","FNB & TR ARDMORE  ","FIRST NATL BK AND TR CO OF ARDMORE  ","OK","ARDMORE                  ","Y","S","Y","20061002"
"4494","103100616","AMER HERITAGE BANK","AMERICAN HERITAGE BANK              ","OK","SAPULPA                  ","Y"," ","Y","20010703"
"4495","103100739","CITY NATL LAWTON  ","THE CITY NATL BK & TR CO OF LAWTON  ","OK","LAWTON                   ","Y"," ","Y","        "
"4496","103100878","FNB DURANT        ","FIRST TEXOMA NATIONAL BANK          ","OK","DURANT                   ","N"," ","Y","20111229"
"4497","103100881","FIRST UNITED BK   ","FIRST UNITED BANK AND TRUST COMPANY ","OK","DURANT                   ","Y"," ","Y","        "
"4498","103100959","FNB ALTUS         ","THE FIRST NATIONAL BANK IN ALTUS    ","OK","ALTUS                    ","N"," ","Y","20111227"
"4499","103101013","FREEDOM BK OK     ","FREEDOM BANK OF OKLAHOMA            ","OK","TULSA                    ","Y","S","N","20100811"
"4500","103101026","VISION BANK NA    ","VISION BANK, NA                     ","OK","ADA                      ","Y","S","N","20120103"
"4501","103101107","FNB & TR OKMULGEE ","FIRST NATIONAL BANK & TRUST CO      ","OK","OKMULGEE                 ","Y","S","Y","20060801"
"4502","103101110","FNB & TR VINITA   ","FIRST NATL BK & TR CO OF VINITA     ","OK","VINITA                   ","Y"," ","Y","19990720"
"4503","103101165","FIRST BT WAGONER  ","FIRST BANK & TRUST CO               ","OK","WAGONER                  ","Y","S","N","20130207"
"4504","103101204","FNB TR WEATHERFORD","FIRST NATL BK & TR OF WEATHERFORD   ","OK","WEATHERFORD              ","Y"," ","Y","        "
"4505","103101262","FIRSTAR BK NA     ","FIRSTAR BANK NATIONAL ASSOCIATION   ","OK","SALLISAW                 ","Y"," ","Y","20130815"
"4506","103101275","ALVA STATE BK     ","ALVA STATE BANK AND TRUST COMPANY   ","OK","ALVA                     ","Y"," ","Y","        "
"4507","103101291","CENTRAL ALVA      ","BANCCENTRAL NATIONAL ASSOCIATION    ","OK","ALVA                     ","Y"," ","Y","20120308"
"4508","103101330","CITIZENS BANK ADA ","CITIZENS BANK  OF ADA               ","OK","ADA                      ","Y","S","N","20130207"
"4509","103101356","REGENT BANK       ","REGENT BANK                         ","OK","NOWATA                   ","N"," ","Y","20130201"
"4510","103101437","BANK SNB          ","BANK SNB                            ","OK","STILLWATER               ","Y"," ","Y","20141003"
"4511","103101482","BK OF COMMERCE    ","BANK OF COMMERCE                    ","OK","ANADARKO                 ","Y"," ","Y","20150731"
"4512","103101505","FST ST BK         ","FIRST STATE BANK                    ","OK","ANADARKO                 ","Y"," ","N","20130318"
"4513","103101518","COMMUNITY STATE BK","THE COMMUNITY STATE BANK            ","OK","POTEAU                   ","Y","S","N","20120321"
"4514","103101547","SHAMROCK BANK NA  ","SHAMROCK BANK, N.A.                 ","OK","COALGATE                 ","Y"," ","N","20020219"
"4515","103101576","FNB & TR ELK CITY ","FIRST NATL BK&TR, ELK CITY OKLAHOMA ","OK","ELK CITY                 ","Y"," ","Y","19991109"
"4516","103101602","BK OF WESTERN OK  ","BANK OF WESTERN OKLAHOMA            ","OK","ELK CITY                 ","Y","S","Y","20070727"
"4517","103101628","EXCHANGE PERRY    ","EXCHANGE BANK & TRUST CO            ","OK","PERRY                    ","Y"," ","Y","        "
"4518","103101631","FST BT CO PERRY   ","FIRST BANK AND TRUST COMPANY        ","OK","PERRY                    ","N"," ","Y","20141107"
"4519","103101660","FORT GIBSON SB    ","FORT GIBSON STATE BANK              ","OK","FORT GIBSON              ","Y"," ","Y","20061130"
"4520","103101738","FIRST FRMS WAURIKA","FIRST FARMERS NATIONAL BANK WAURIKA ","OK","WAURIKA                  ","Y"," ","N","        "
"4521","103101754","FNB & TR CO MIAMI ","FIRST NATIONAL BANK & TR CO MIAMI   ","OK","MIAMI                    ","Y","S","Y","20050824"
"4522","103101767","LAKESIDE SALINA   ","LAKESIDE BANK OF SALINA             ","OK","SALINA                   ","Y"," ","N","20141107"
"4523","103101822","FIRST BK & TR CO  ","FIRST BANK AND TRUST COMPANY        ","OK","CLINTON                  ","N"," ","Y","20120730"
"4524","103101848","OKLA BK CLINTON   ","OKLAHOMA BANK & TRUST CO            ","OK","CLINTON                  ","Y"," ","Y","        "
"4525","103101877","CITIZENS BK OF OK ","CITIZENS BANK OF OKLAHOMA           ","OK","PAWHUSKA                 ","Y"," ","N","20141107"
"4526","103101929","FST ST BK WATONGA ","FIRST STATE BANK                    ","OK","WATONGA                  ","Y"," ","Y","20120828"
"4527","103101987","PAULS VALLEY NATL ","PAULS VALLEY NATIONAL BANK          ","OK","PAULS VALLEY             ","Y","S","N","20130318"
"4528","103102070","LAKESIDE STATE BK ","LAKESIDE STATE BANK                 ","OK","OOLOGAH                  ","Y","S","Y","20051213"
"4529","103102106","FIRST B&T DUNCAN  ","FIRST BANK AND TRUST COMPANY        ","OK","DUNCAN                   ","N"," ","Y","20141107"
"4530","103102203","FNB PAWNEE        ","FIRST NATIONAL BANK                 ","OK","PAWNEE                   ","Y"," ","N","20130318"
"4531","103102216","SECURITY BANK     ","SECURITY BANK                       ","OK","TULSA                    ","Y"," ","N","20130318"
"4532","103102274","CITIZENS ARDMORE  ","CITIZENS BANK AND TRUST CO ARDMORE  ","OK","ARDMORE                  ","Y","S","Y","20060929"
"4533","103102290","FNB CHANDLER      ","FIRST BANK OF CHANDLER              ","OK","CHANDLER                 ","N"," ","Y","20100121"
"4534","103102300","LATIMER STATE BANK","LATIMER STATE BANK                  ","OK","WILBURTON                ","N"," ","Y","20141107"
"4535","103102407","ST BK OF WYNNEWOOD","STATE BANK OF WYNNEWOOD             ","OK","WYNNEWOOD                ","N"," ","Y","20141107"
"4536","103102410","EASTMAN NTL       ","EASTMAN NATIONAL BANK               ","OK","NEWKIRK                  ","Y"," ","N","20000428"
"4537","103102452","AMERISTATE BANK   ","AMERISTATE BANK                     ","OK","ATOKA                    ","Y"," ","Y","20010628"
"4538","103102481","BK OF COMMERCE NA ","BANK OF COMMERCE                    ","OK","CHELSEA                  ","Y","S","Y","20130612"
"4539","103102494","FNB MARLOW        ","FIRST NATIONAL BANK IN MARLOW       ","OK","MARLOW                   ","Y","S","N","20060320"
"4540","103102546","INTERBANK         ","INTERBANK                           ","OK","SAYRE                    ","Y"," ","N","20110909"
"4541","103102591","CENTRAL POTEAU    ","CENTRAL NATIONAL BANK OF POTEAU     ","OK","POTEAU                   ","Y"," ","Y","20150402"
"4542","103102627","FIRST PRYORITY    ","FIRST PRYORITY BANK                 ","OK","PRYOR                    ","Y","S","Y","20061013"
"4543","103102737","MCCURTAIN CTY NB  ","MCCURTAIN COUNTY NATIONAL BANK      ","OK","IDABEL                   ","Y"," ","N","20130318"
"4544","103102821","YORKTOWN BANK     ","YORKTOWN BANK                       ","OK","PRYOR                    ","Y"," ","N","20140219"
"4545","103102847","FNB STIGLER       ","FIRST NATIONAL BANK                 ","OK","STIGLER                  ","Y"," ","Y","        "
"4546","103102889","FNB BROKEN ARROW  ","FIRST NATIONAL BANK AND TRUST CO    ","OK","BROKEN ARROW             ","Y","S","Y","20060630"
"4547","103102892","AVB BANK          ","AVB BANK                            ","OK","BROKEN ARROW             ","Y"," ","Y","20081104"
"4548","103102960","AMER NB ARDMORE   ","AMERICAN NATIONAL BANK              ","OK","ARDMORE                  ","N"," ","Y","20120920"
"4549","103103121","WALTERS BK & TR CO","WALTERS BANK AND TRUST COMPANY      ","OK","WALTERS                  ","Y","S","Y","        "
"4550","103103147","FNB THOMAS        ","FIRST NATIONAL BANK                 ","OK","THOMAS                   ","Y"," ","Y","        "
"4551","103103244","CITY BK TR GUYMON ","CITY BANK AND TRUST COMPANY         ","OK","GUYMON                   ","Y","S","N","20150909"
"4552","103103338","BANK OF EUFAULA   ","BANK OF EUFAULA                     ","OK","EUFAULA                  ","Y","S","Y","20040311"
"4553","103103396","FIRSTBANK ANTLERS ","FIRSTBANK                           ","OK","ANTLERS                  ","Y","S","Y","20010119"
"4554","103103435","SNB BANK NA       ","SNB BANK, NATIONAL ASSOCIATION      ","OK","SHATTUCK                 ","N"," ","Y","20130911"
"4555","103103451","FIRST NATL B&T    ","FIRST NATIONAL BANK AND TRUST CO    ","OK","SHAWNEE                  ","Y","S","N","20110929"
"4556","103103600","FNB COWETA        ","FIRST NATIONAL BANK OF COWETA       ","OK","COWETA                   ","Y","S","Y","20060530"
"4557","103103642","FIRST ST WAYNOKA  ","FIRST STATE BANK                    ","OK","WAYNOKA                  ","N"," ","Y","20141107"
"4558","103103655","FNB LINDSAY       ","FIRST NATIONAL BANK OF LINDSAY      ","OK","LINDSAY                  ","Y"," ","N","        "
"4559","103103765","GRANT CNTY MEDFORD","GRANT COUNTY BANK                   ","OK","MEDFORD                  ","Y","S","N","        "
"4560","103103778","BANK 7            ","BANK 7                              ","OK","OKLAHOMA CITY            ","Y"," ","Y","20110110"
"4561","103103817","BK CUSHING        ","BANK OF CUSHING                     ","OK","CUSHING                  ","Y"," ","Y","20110816"
"4562","103103985","GREAT PLAINS NB   ","GREAT PLAINS NATIONAL BANK          ","OK","ELK CITY                 ","Y"," ","Y","        "
"4563","103104133","F & M CRESCENT    ","F&M BANK                            ","OK","CRESCENT                 ","Y","S","Y","20111026"
"4564","103104298","SOUTHWEST NATL BK ","SOUTHWEST NATIONAL BANK             ","OK","WEATHERFORD              ","Y"," ","Y","        "
"4565","103104353","FRMRS BK CARNEGIE ","FARMERS BANK OF CARNEGIE            ","OK","CARNEGIE                 ","N"," ","Y","20141107"
"4566","103104528","ARMSTRONG BK      ","ARMSTRONG BANK                      ","OK","MUSKOGEE                 ","Y"," ","Y","20080811"
"4567","103104544","FNB HEAVENER      ","FIRST NATIONAL BANK OF HEAVENER     ","OK","HEAVENER                 ","Y","S","N","20050929"
"4568","103104641","FNB HOMINY        ","FIRST NATIONAL BANK HOMINY          ","OK","HOMINY                   ","Y","S","N","20141107"
"4569","103104829","MORRIS STATE BK   ","MORRIS STATE BANK                   ","OK","MORRIS                   ","Y"," ","Y","20120326"
"4570","103104874","FARMERS SB QUINTON","FARMERS STATE BANK                  ","OK","QUINTON                  ","Y","S","Y","20090519"
"4571","103104887","LEGACY BANK       ","LEGACY BANK                         ","OK","HINTON                   ","Y"," ","Y","        "
"4572","103104942","WELCH ST BK       ","WELCH STATE BANK                    ","OK","WELCH                    ","N"," ","Y","20141107"
"4573","103105190","EXCHANGE SKIATOOK ","EXCHANGE BANK OF SKIATOOK           ","OK","SKIATOOK                 ","Y"," ","Y","        "
"4574","103105213","PAYNE CNTY BK     ","PAYNE COUNTY BANK                   ","OK","PERKINS                  ","Y","S","N","20141107"
"4575","103105637","FIRST AMER BANK   ","FIRST AMERICAN BANK                 ","OK","STONEWALL                ","Y"," ","Y","19990521"
"4576","103105695","F&M BK MAYSVILLE  ","FARMERS & MERCHANTS BK              ","OK","MAYSVILLE                ","Y","S","N","20051202"
"4577","103106186","FNB TEXHOMA       ","ANCHOR D BANK                       ","OK","TEXHOMA                  ","Y","S","Y","20111230"
"4578","103106283","SEILING STATE BK  ","SEILING STATE BANK, THE             ","OK","SEILING                  ","Y","S","N","20150109"
"4579","103106775","BK OF BEAVER CITY ","BANK OF BEAVER CITY                 ","OK","BEAVER                   ","Y","S","N","20060331"
"4580","103107004","ALLNATIONS BANK   ","ALLNATIONS BANK                     ","OK","CALUMET                  ","Y"," ","Y","20040816"
"4581","103107392","LIBERTY NTL BANK  ","LIBERTY NATIONAL BANK               ","OK","LAWTON                   ","Y"," ","N","20140619"
"4582","103107415","FIRST BK FAIRLAND ","THE FIRST BANK OF FAIRLAND          ","OK","FAIRLAND                 ","Y","S","Y","20051110"
"4583","103107444","STOCK EXCHANGE BK ","STOCK EXCHANGE BANK                 ","OK","WOODWARD                 ","Y","S","N","20130319"
"4584","103107486","FNB FLETCHER      ","FIRST NATIONAL BANK                 ","OK","FLETCHER                 ","Y","S","N","20141107"
"4585","103107839","BK CHEROKEE COUNTY","BANK OF CHEROKEE COUNTY             ","OK","HULBERT                  ","Y"," ","Y","        "
"4586","103108045","BK OF KREMLIN     ","BANK OF KREMLIN                     ","OK","KREMLIN                  ","Y","S","Y","20081208"
"4587","103109015","SOONER ST BK      ","SOONER STATE BANK                   ","OK","TUTTLE                   ","Y","S","N","20141107"
"4588","103109206","BANK OF WYANDOTTE ","BANK OF WYANDOTTE                   ","OK","WYANDOTTE                ","Y","S","N","        "
"4589","103109264","PEOPLES CHECOTAH  ","PEOPLES NATIONAL BANK               ","OK","CHECOTAH                 ","Y","S","Y","20050728"
"4590","103109374","SEC ST BK         ","SECURITY STATE BANK                 ","OK","WEWOKA                   ","N"," ","Y","20141107"
"4591","103109507","BANK OF LAVERNE   ","BANK OF LAVERNE                     ","OK","LAVERNE                  ","Y","S","N","20051031"
"4592","103109772","SPIRO ST BK       ","SPIRO STATE BANK                    ","OK","SPIRO                    ","Y"," ","N","20130319"
"4593","103110046","FNB HOOKER        ","FIRST NATIONAL BANK                 ","OK","HOOKER                   ","N"," ","Y","20120223"
"4594","103110305","FST SEC BEAVER    ","FIRST SECURITY BANK                 ","OK","BEAVER                   ","Y","S","N","20101207"
"4595","103110376","SPIRITBANK        ","SPIRITBANK                          ","OK","TULSA                    ","Y"," ","N","20130319"
"4596","103110392","STROUD NATL       ","STROUD NATIONAL BANK                ","OK","STROUD                   ","Y"," ","Y","20110505"
"4597","103110428","FNB OKEENE        ","FIRST NATIONAL BANK                 ","OK","OKEENE                   ","Y"," ","Y","        "
"4598","103110813","FIRST STATE BANK  ","FIRST STATE BANK                    ","OK","COMMERCE                 ","Y","S","N","20100706"
"4599","103110907","SECURITY BT MIAMI ","SECURITY BANK & TRUST CO            ","OK","MIAMI                    ","Y","S","Y","20060515"
"4600","103111155","FIRST ST TEMPLE   ","FIRST STATE BANK IN TEMPLE          ","OK","TEMPLE                   ","Y"," ","N","        "
"4601","103111252","FNB OKLA TONKAWA  ","FIRST NATL BANK OF OKLAHOMA         ","OK","PONCA CITY               ","Y","S","Y","20060731"
"4602","103111618","MCCLAIN BANK      ","MCCLAIN BANK                        ","OK","PURCELL                  ","N"," ","Y","20141107"
"4603","103111744","IDABEL NATL BK    ","IDABEL NATIONAL BANK                ","OK","IDABEL                   ","Y","S","Y","20151006"
"4604","103112015","FIRST OK BK       ","FIRST OKLAHOMA BANK                 ","OK","GLENCOE                  ","Y"," ","N","20130709"
"4605","103112073","BK OF WEST THOMAS ","THE BANK OF THE WEST                ","OK","THOMAS                   ","N"," ","Y","20141107"
"4606","103112112","MABREY BANK       ","MABREY BANK                         ","OK","BIXBY                    ","Y"," ","Y","20150227"
"4607","103112248","AMER EXCH BK      ","AMERICAN EXCHANGE BANK              ","OK","HENRYETTA                ","N"," ","Y","20141107"
"4608","103112329","WATONGA STATE BK  ","CORNERSTONE BANK                    ","OK","WATONGA                  ","Y"," ","Y","20120326"
"4609","103112358","WILBURTON SB      ","WILBURTON STATE BANK                ","OK","WILBURTON                ","Y","S","Y","20150414"
"4610","103112426","SEC FIRST NB HUGO ","SECURITY FIRST NATIONAL BANK        ","OK","HUGO                     ","Y","S","N","20060831"
"4611","103112439","OKLA ST BUFFALO   ","OKLAHOMA STATE BANK                 ","OK","BUFFALO                  ","N"," ","Y","20121114"
"4612","103112455","HIGH PLAINS BK    ","HIGH PLAINS BANK                    ","OK","KEYES                    ","N"," ","Y","20141107"
"4613","103112523","NBC OK            ","NBC OKLAHOMA                        ","OK","ALTUS                    ","Y"," ","Y","20080731"
"4614","103112594","RCB BANK          ","RCB BANK                            ","OK","CLAREMORE                ","Y"," ","Y","        "
"4615","103112617","BEAR STATE BANK   ","BEAR STATE BANK, NA                 ","OK","IDABEL                   ","Y"," ","N","20150213"
"4616","103112659","FIRST BROKEN BOW  ","1ST BANK & TRUST                    ","OK","BROKEN BOW               ","N"," ","Y","20150318"
"4617","103112675","FSNB NA FORT SILL ","FSNB, NATIONAL ASSOCIATION          ","OK","LAWTON                   ","Y"," ","Y","20150930"
"4618","103112730","BK LOCUST GROVE   ","BANK OF LOCUST GROVE                ","OK","LOCUST GROVE             ","Y"," ","Y","20120821"
"4619","103112743","PEOPLES SB BLAIR  ","PEOPLES STATE BANK                  ","OK","BLAIR                    ","Y","S","Y","20051202"
"4620","103112853","FIRST OWASSO      ","FIRST BANK OF OWASSO                ","OK","OWASSO                   ","N"," ","Y","20141107"
"4621","103112947","FIRSTAR BK NA     ","FIRSTAR BANK NATIONAL ASSOCIATION   ","OK","MUSKOGEE                 ","Y"," ","N","20130715"
"4622","103112976","ARVEST BK JAY     ","ARVEST BANK                         ","AR","FAYETTEVILLE             ","Y"," ","N","20121226"
"4623","103112992","BK OF COMMERCE    ","BANK OF COMMERCE                    ","OK","DUNCAN                   ","N"," ","Y","20141107"
"4624","103113276","GREAT NATIONS BK  ","GREAT NATIONS BANK                  ","OK","NORMAN                   ","Y"," ","N","20140819"
"4625","103189307","PATRIOT BANK      ","PATRIOT BANK                        ","OK","TULSA                    ","Y"," ","Y","20130225"
"4626","103189682","BK OF GROVE       ","BANK OF GROVE                       ","OK","GROVE                    ","N"," ","Y","20141107"
"4627","103900036","BOK TULSA         ","BOKF NA                             ","OK","TULSA                    ","Y"," ","Y","20101231"
"4628","103901569","AMER BT TULSA     ","AMERICAN BANK AND TRUST COMPANY     ","OK","TULSA                    ","Y"," ","Y","20081020"
"4629","103902717","VALLEY NTL TULSA  ","VALLEY NATIONAL BANK                ","OK","TULSA                    ","Y","S","Y","20051027"
"4630","103903046","TRIAD TULSA       ","TRIAD BANK NA                       ","OK","TULSA                    ","Y","S","Y","20130222"
"4631","103908669","PEOPLES BK TULSA  ","PEOPLES BANK                        ","OK","TULSA                    ","Y","S","Y","20060906"
"4632","103912723","CENTRAL BK OK     ","CENTRAL BANK OF OKLAHOMA            ","OK","TULSA                    ","N"," ","Y","20150615"
"4633","103912875","GRAND BANK TULSA  ","GRAND BANK                          ","OK","TULSA                    ","N"," ","Y","20141107"
"4634","103912985","THE INDP BNKRS BK ","TIB THE INDEPENDENT BANKERS BANK    ","OK","TULSA                    ","Y"," ","N","20100225"
"4635","104000016","FNB OMAHA         ","FIRST NATIONAL BANK OF OMAHA        ","NE","OMAHA                    ","Y"," ","Y","        "
"4636","104000029","US BANK NEBRASKA  ","US BANK, NA                         ","MN","MINNEAPOLIS              ","Y"," ","N","20130221"
"4637","104000469","ENTERPRISE BANK   ","ENTERPRISE BANK                     ","NE","OMAHA                    ","Y"," ","Y","20131230"
"4638","104000702","GREAT WESTERN BANK","GREAT WESTERN BANK                  ","SD","WATERTOWN                ","Y"," ","N","20141107"
"4639","104000841","SEC OMA           ","SECURITY NATIONAL BANK OF OMAHA     ","NE","OMAHA                    ","Y"," ","Y","        "
"4640","104000854","AMER OMA          ","AMERICAN NATIONAL BANK              ","NE","OMAHA                    ","Y"," ","Y","        "
"4641","104000870","PREMIER BK        ","PREMIER BANK                        ","NE","OMAHA                    ","Y"," ","N","20120913"
"4642","104001138","BANK OF NEBRASKA  ","BANK OF NEBRASKA                    ","NE","PAPILLION                ","Y"," ","Y","        "
"4643","104001497","FIRST WESTROADS OM","FIRST WESTROADS BANK                ","NE","OMAHA                    ","Y"," ","Y","        "
"4644","104001808","CORE BK           ","CORE BANK                           ","NE","OMAHA                    ","Y"," ","Y","20130830"
"4645","104002894","MUTUAL OF OMAHA BK","MUTUAL OF OMAHA BANK                ","NE","OMAHA                    ","Y"," ","Y","20071210"
"4646","104014138","ACCESS BK         ","ACCESS BANK                         ","NE","OMAHA                    ","Y"," ","N","20130114"
"4647","104100783","MCCOOK NATL       ","MCCOOK NATIONAL BANK                ","NE","MCCOOK                   ","Y"," ","Y","        "
"4648","104100945","FNB CHADRON       ","FIRST NATIONAL BANK OF CHADRON      ","NE","CHADRON                  ","Y","S","Y","20060928"
"4649","104101258","BANNER CAPITAL BK ","BANNER CAPITAL BANK                 ","NE","HARRISBURG               ","Y"," ","N","20130304"
"4650","104101465","FNB ORD           ","FIRST NATIONAL BANK IN ORD          ","NE","ORD                      ","Y","S","Y","20100820"
"4651","104101627","POINTS WEST COM   ","POINTS WEST COMMUNITY BANK          ","NE","SIDNEY                   ","Y"," ","Y","20101220"
"4652","104101876","VLY BT SCOTTSBLUFF","VALLEY BANK AND TRUST COMPANY       ","NE","SCOTTSBLUFF              ","Y","S","Y","20060929"
"4653","104102192","MIDWEST BK NA     ","MIDWEST BANK, NATIONAL ASSOCIATION  ","NE","PIERCE                   ","Y"," ","N","20120426"
"4654","104102202","AMER NATL SIDNEY  ","AMERICAN NATIONAL BANK OF SIDNEY    ","NE","SIDNEY                   ","Y","S","Y","20130131"
"4655","104102309","PLATTE VALLEY BK  ","PLATTE VALLEY BANK                  ","NE","SCOTTSBLUFF              ","Y"," ","Y","20080401"
"4656","104102587","FST CENTRAL BK    ","FIRST CENTRAL BANK                  ","NE","CAMBRIDGE                ","Y","S","N","20150220"
"4657","104102781","FNB GORDON        ","FIRST NATIONAL BANK OF GORDON       ","NE","GORDON                   ","Y","S","Y","20091221"
"4658","104102875","TILDEN BANK       ","TILDEN BANK                         ","NE","TILDEN                   ","Y"," ","Y","19991203"
"4659","104102985","BANK NEWMAN GROVE ","BANK OF NEWMAN GROVE                ","NE","NEWMAN GROVE             ","Y","S","Y","20060119"
"4660","104103829","WESTERN NE BK     ","WESTERN NEBRASKA BANK               ","NE","CURTIS                   ","N"," ","Y","20141107"
"4661","104104750","ST BK HILDRETH    ","STATE BANK OF HILDRETH              ","NE","HILDRETH                 ","N"," ","Y","20141107"
"4662","104106693","BRUNING ST BK     ","BRUNING STATE BANK                  ","NE","BRUNING                  ","Y"," ","Y","20140224"
"4663","104106716","BRUNSWICK SB      ","BRUNSWICK STATE BANK                ","NE","BRUNSWICK                ","N"," ","Y","20141107"
"4664","104107456","AMFIRST MCCOOK    ","AMFIRST BANK, NA                    ","NE","MCCOOK                   ","Y"," ","Y","20110301"
"4665","104107731","BK OF KEYSTONE NE ","BANK OF KEYSTONE                    ","NE","KEYSTONE                 ","Y"," ","Y","        "
"4666","104107786","BK OF LEWELLEN    ","BANK OF LEWELLEN                    ","NE","LEWELLEN                 ","N"," ","Y","20091130"
"4667","104109739","WEST PLAINS BK    ","WEST PLAINS BANK                    ","NE","AINSWORTH                ","Y","S","Y","20101220"
"4668","104110919","NEBRASKA ST B&T   ","NEBRASKA STATE BANK AND TRUST CO    ","NE","BROKEN BOW               ","Y","S","Y","20131001"
"4669","104110977","BK HARTINGTON     ","BANK OF HARTINGTON                  ","NE","HARTINGTON               ","Y","S","Y","20040331"
"4670","104111769","FRMRS ST BK       ","FARMERS STATE BANK                  ","NE","WALLACE                  ","Y"," ","Y","        "
"4671","104113039","SEC NATL LAUREL   ","SECURITY BANK                       ","NE","LAUREL                   ","Y","S","Y","20120622"
"4672","104113327","BANK OF ELGIN     ","BANK OF ELGIN                       ","NE","ELGIN                    ","Y","S","N","20141107"
"4673","104113343","FST SB SCOTTSBLUFF","FIRST STATE BANK                    ","NE","SCOTTSBLUFF              ","Y","S","Y","20060331"
"4674","104113521","BATTLE CRK ST BK  ","BATTLE CREEK STATE BANK             ","NE","BATTLE CREEK             ","Y","S","N","20141107"
"4675","104113550","BUTTE STATE BANK  ","BUTTE STATE BANK                    ","NE","BUTTE                    ","Y","S","Y","20050628"
"4676","104113819","SEC FST BK        ","SECURITY FIRST BANK                 ","NE","LINCOLN                  ","Y"," ","N","20130319"
